gene_id contig start end strand n_transcripts total_exons_length first_transcript other_transcripts
XLOC_015290 scaffold_667 57149 70309 + 2 3171 TCONS_00035348 TCONS_00035349
XLOC_015291 scaffold_667 77434 92143 + 1 883 TCONS_00035350 NA
XLOC_015292 scaffold_667 516 24787 - 11 11023 TCONS_00035351 TCONS_00035352;TCONS_00035353;TCONS_00035354;TCONS_00035356;TCONS_00035355;TCONS_00035360;TCONS_00035359;TCONS_00035358;TCONS_00035357;TCONS_00035361
XLOC_015293 scaffold_667 27812 45843 - 9 6234 TCONS_00035362 TCONS_00035364;TCONS_00035363;TCONS_00035365;TCONS_00035366;TCONS_00035368;TCONS_00035367;TCONS_00035369;TCONS_00035370
XLOC_015294 scaffold_667 48268 53531 - 1 2558 TCONS_00035371 NA
XLOC_015295 scaffold_667 53888 56944 - 1 2228 TCONS_00035372 NA
XLOC_015296 scaffold_667 71207 77455 - 2 3305 TCONS_00035373 TCONS_00035374
XLOC_015297 scaffold_667 68284 69828 . 1 1545 TCONS_00035375 NA
XLOC_015298 scaffold_668 11128 29052 + 3 977 TCONS_00035376 TCONS_00035377;TCONS_00035378
XLOC_015299 scaffold_668 4628 10876 - 2 4705 TCONS_00035379 TCONS_00035380
XLOC_015300 scaffold_668 16563 18480 - 2 1086 TCONS_00035382 TCONS_00035381
XLOC_015301 scaffold_669 3928 9896 + 10 3425 TCONS_00035383 TCONS_00035384;TCONS_00035385;TCONS_00035386;TCONS_00035387;TCONS_00035388;TCONS_00035389;TCONS_00035391;TCONS_00035390;TCONS_00035392
XLOC_015302 scaffold_669 2216 4604 - 2 1341 TCONS_00035394 TCONS_00035393
XLOC_015303 scaffold_669 45864 193059 - 5 4137 TCONS_00035395 TCONS_00035396;TCONS_00035397;TCONS_00035398;TCONS_00035399
XLOC_015304 scaffold_67 1951 23487 + 10 4167 TCONS_00035400 TCONS_00035401;TCONS_00035402;TCONS_00035403;TCONS_00035404;TCONS_00035405;TCONS_00035406;TCONS_00035407;TCONS_00035408;TCONS_00035409
XLOC_015305 scaffold_670 6568 67056 + 8 8226 TCONS_00035410 TCONS_00035414;TCONS_00035413;TCONS_00035412;TCONS_00035411;TCONS_00035415;TCONS_00035417;TCONS_00035416
XLOC_015306 scaffold_670 81790 95738 + 4 10309 TCONS_00035418 TCONS_00035419;TCONS_00035420;TCONS_00035421
XLOC_015307 scaffold_670 99648 103160 + 6 2249 TCONS_00035422 TCONS_00035424;TCONS_00035423;TCONS_00035426;TCONS_00035425;TCONS_00035427
XLOC_015308 scaffold_670 103584 112045 + 2 3696 TCONS_00035428 TCONS_00035429
XLOC_015309 scaffold_670 113238 125281 + 4 6248 TCONS_00035431 TCONS_00035430;TCONS_00035432;TCONS_00035433
XLOC_015310 scaffold_670 70578 76038 - 2 2562 TCONS_00035434 TCONS_00035435
XLOC_015311 scaffold_670 96109 97751 - 1 1489 TCONS_00035436 NA
XLOC_015312 scaffold_670 97921 99883 - 1 1866 TCONS_00035437 NA
XLOC_015313 scaffold_670 124050 125316 - 1 818 TCONS_00035438 NA
XLOC_015314 scaffold_670 112272 112823 . 1 552 TCONS_00035439 NA
XLOC_015315 scaffold_671 5867 16931 - 2 4711 TCONS_00035440 TCONS_00035441
XLOC_015316 scaffold_672 4201 51563 + 6 6884 TCONS_00035442 TCONS_00035443;TCONS_00035444;TCONS_00035445;TCONS_00035446;TCONS_00035447
XLOC_015317 scaffold_672 6224 16360 - 3 1441 TCONS_00035448 TCONS_00035449;TCONS_00035450
XLOC_015318 scaffold_672 23523 32874 - 4 2765 TCONS_00035451 TCONS_00035452;TCONS_00035453;TCONS_00035454
XLOC_015319 scaffold_672 53837 54928 . 1 1092 TCONS_00035455 NA
XLOC_015320 scaffold_672 55169 57741 . 1 2573 TCONS_00035456 NA
XLOC_015321 scaffold_672 58691 59850 . 1 1160 TCONS_00035457 NA
XLOC_015322 scaffold_672 59949 65232 . 1 5284 TCONS_00035458 NA
XLOC_015323 scaffold_672 65283 67995 . 1 2713 TCONS_00035459 NA
XLOC_015324 scaffold_673 361 100009 - 72 28545 TCONS_00035460 TCONS_00035461;TCONS_00035462;TCONS_00035463;TCONS_00035464;TCONS_00035471;TCONS_00035468;TCONS_00035469;TCONS_00035470;TCONS_00035467;TCONS_00035466;TCONS_00035465;TCONS_00035472;TCONS_00035474;TCONS_00035473;TCONS_00035475;TCONS_00035476;TCONS_00035478;TCONS_00035477;TCONS_00035479;TCONS_00035480;TCONS_00035489;TCONS_00035490;TCONS_00035492;TCONS_00035493;TCONS_00035494;TCONS_00035496;TCONS_00035495;TCONS_00035491;TCONS_00035485;TCONS_00035486;TCONS_00035487;TCONS_00035488;TCONS_00035483;TCONS_00035484;TCONS_00035482;TCONS_00035481;TCONS_00035500;TCONS_00035499;TCONS_00035498;TCONS_00035497;TCONS_00035516;TCONS_00035517;TCONS_00035518;TCONS_00035520;TCONS_00035521;TCONS_00035522;TCONS_00035524;TCONS_00035525;TCONS_00035526;TCONS_00035528;TCONS_00035529;TCONS_00035530;TCONS_00035527;TCONS_00035523;TCONS_00035519;TCONS_00035515;TCONS_00035508;TCONS_00035509;TCONS_00035510;TCONS_00035511;TCONS_00035512;TCONS_00035513;TCONS_00035514;TCONS_00035507;TCONS_00035504;TCONS_00035505;TCONS_00035506;TCONS_00035503;TCONS_00035502;TCONS_00035501;TCONS_00035531
XLOC_015325 scaffold_674 12182 25689 + 1 1608 TCONS_00035532 NA
XLOC_015326 scaffold_674 26587 32129 + 1 5218 TCONS_00035533 NA
XLOC_015327 scaffold_674 4011 12715 - 2 1911 TCONS_00035534 TCONS_00035535
XLOC_015328 scaffold_674 26753 29329 - 4 2321 TCONS_00035537 TCONS_00035536;TCONS_00035538;TCONS_00035539
XLOC_015329 scaffold_674 30676 44575 - 3 1780 TCONS_00035540 TCONS_00035541;TCONS_00035542
XLOC_015330 scaffold_675 570 10068 - 8 1823 TCONS_00035543 TCONS_00035544;TCONS_00035549;TCONS_00035548;TCONS_00035547;TCONS_00035546;TCONS_00035545;TCONS_00035550
XLOC_015331 scaffold_676 275 12442 + 1 4052 TCONS_00035551 NA
XLOC_015332 scaffold_677 1210 3133 + 1 526 TCONS_00035552 NA
XLOC_015333 scaffold_677 2371 14759 - 4 2862 TCONS_00035553 TCONS_00035554;TCONS_00035556;TCONS_00035555
XLOC_015334 scaffold_678 447 9777 + 7 3862 TCONS_00035559 TCONS_00035561;TCONS_00035560;TCONS_00035558;TCONS_00035557;TCONS_00035562;TCONS_00035563
XLOC_015335 scaffold_679 281 30232 + 4 5225 TCONS_00035564 TCONS_00035566;TCONS_00035565;TCONS_00035567
XLOC_015336 scaffold_68 6046 27894 + 4 1432 TCONS_00035569 TCONS_00035568;TCONS_00035570;TCONS_00035571
XLOC_015337 scaffold_680 3335 5544 . 1 2210 TCONS_00035572 NA
XLOC_015338 scaffold_681 1725 17538 + 2 9858 TCONS_00035573 TCONS_00035574
XLOC_015339 scaffold_681 10298 25940 - 4 9143 TCONS_00035577 TCONS_00035578;TCONS_00035576;TCONS_00035575
XLOC_015340 scaffold_682 3283 53117 + 2 5473 TCONS_00035579 TCONS_00035580
XLOC_015341 scaffold_682 54066 56291 . 1 2226 TCONS_00035581 NA
XLOC_015342 scaffold_684 4548 10897 + 2 1949 TCONS_00035582 TCONS_00035583
XLOC_015343 scaffold_684 7197 16785 - 2 3829 TCONS_00035584 TCONS_00035585
XLOC_015344 scaffold_684 17630 24292 - 1 1605 TCONS_00035586 NA
XLOC_015345 scaffold_684 13 1563 . 1 1551 TCONS_00035587 NA
XLOC_015346 scaffold_686 2525 3302 . 1 778 TCONS_00035588 NA
XLOC_015347 scaffold_686 3601 6668 . 1 3068 TCONS_00035589 NA
XLOC_015348 scaffold_686 6769 6925 . 1 157 TCONS_00035590 NA
XLOC_015349 scaffold_687 4651 9606 + 2 2380 TCONS_00035591 TCONS_00035592
XLOC_015350 scaffold_687 1980 6662 - 1 2365 TCONS_00035593 NA
XLOC_015351 scaffold_687 10747 12929 - 3 2040 TCONS_00035594 TCONS_00035595;TCONS_00035596
XLOC_015352 scaffold_687 932 1399 . 1 468 TCONS_00035597 NA
XLOC_015353 scaffold_687 10010 10322 . 1 313 TCONS_00035598 NA
XLOC_015354 scaffold_688 3589 5906 + 1 2175 TCONS_00035599 NA
XLOC_015355 scaffold_688 30000 42037 + 3 3954 TCONS_00035600 TCONS_00035601;TCONS_00035602
XLOC_015356 scaffold_688 42469 45764 + 1 2638 TCONS_00035603 NA
XLOC_015357 scaffold_688 46104 109535 + 10 9559 TCONS_00035604 TCONS_00035605;TCONS_00035606;TCONS_00035607;TCONS_00035608;TCONS_00035609;TCONS_00035610;TCONS_00035611;TCONS_00035612;TCONS_00035613
XLOC_015358 scaffold_688 78713 79535 + 1 632 TCONS_00035614 NA
XLOC_015359 scaffold_688 104982 107437 + 1 1511 TCONS_00035615 NA
XLOC_015360 scaffold_688 115691 117630 + 1 1847 TCONS_00035616 NA
XLOC_015361 scaffold_688 118677 132163 + 8 9416 TCONS_00035618 TCONS_00035617;TCONS_00035619;TCONS_00035620;TCONS_00035622;TCONS_00035621;TCONS_00035623;TCONS_00035624
XLOC_015362 scaffold_688 205985 209760 + 2 2443 TCONS_00035625 TCONS_00035626
XLOC_015363 scaffold_688 210058 211835 + 1 1554 TCONS_00035627 NA
XLOC_015364 scaffold_688 213058 215595 + 2 2105 TCONS_00035628 TCONS_00035629
XLOC_015365 scaffold_688 224960 230142 + 1 4524 TCONS_00035630 NA
XLOC_015366 scaffold_688 233173 236007 + 2 1598 TCONS_00035631 TCONS_00035632
XLOC_015367 scaffold_688 676 6953 - 2 2802 TCONS_00035633 TCONS_00035634
XLOC_015368 scaffold_688 39802 43441 - 1 2934 TCONS_00035635 NA
XLOC_015369 scaffold_688 132354 136617 - 4 2660 TCONS_00035636 TCONS_00035637;TCONS_00035638;TCONS_00035639
XLOC_015370 scaffold_688 137228 138411 - 1 939 TCONS_00035640 NA
XLOC_015371 scaffold_688 139086 205543 - 8 5781 TCONS_00035641 TCONS_00035642;TCONS_00035643;TCONS_00035644;TCONS_00035646;TCONS_00035645;TCONS_00035647;TCONS_00035649
XLOC_015372 scaffold_688 147207 148819 - 1 889 TCONS_00035648 NA
XLOC_015373 scaffold_688 212071 219926 - 5 6259 TCONS_00035650 TCONS_00035652;TCONS_00035651;TCONS_00035653;TCONS_00035654
XLOC_015374 scaffold_688 228783 233033 - 2 3510 TCONS_00035656 TCONS_00035655
XLOC_015375 scaffold_688 236130 239928 - 3 2354 TCONS_00035657 TCONS_00035658;TCONS_00035659
XLOC_015376 scaffold_688 74057 74448 . 1 392 TCONS_00035660 NA
XLOC_015377 scaffold_688 80681 80894 . 1 214 TCONS_00035661 NA
XLOC_015378 scaffold_688 81269 81518 . 1 250 TCONS_00035662 NA
XLOC_015379 scaffold_688 83200 84095 . 1 896 TCONS_00035663 NA
XLOC_015380 scaffold_688 87283 88696 . 1 1414 TCONS_00035664 NA
XLOC_015381 scaffold_688 89726 90818 . 1 1093 TCONS_00035665 NA
XLOC_015382 scaffold_688 93511 94479 . 1 969 TCONS_00035666 NA
XLOC_015383 scaffold_688 94683 96013 . 1 1331 TCONS_00035667 NA
XLOC_015384 scaffold_688 96989 98219 . 1 1231 TCONS_00035668 NA
XLOC_015385 scaffold_688 98485 100472 . 1 1988 TCONS_00035669 NA
XLOC_015386 scaffold_688 112116 114978 . 1 2863 TCONS_00035670 NA
XLOC_015387 scaffold_688 221084 224773 . 1 3690 TCONS_00035671 NA
XLOC_015388 scaffold_689 426 12389 + 1 3419 TCONS_00035672 NA
XLOC_015389 scaffold_689 17239 33149 + 2 3810 TCONS_00035674 TCONS_00035673
XLOC_015390 scaffold_689 40478 44062 + 2 1454 TCONS_00035676 TCONS_00035675
XLOC_015391 scaffold_689 62824 65932 + 1 2053 TCONS_00035677 NA
XLOC_015392 scaffold_689 82598 90268 + 1 3595 TCONS_00035678 NA
XLOC_015393 scaffold_689 91025 95380 + 1 2439 TCONS_00035679 NA
XLOC_015394 scaffold_689 97711 116056 + 4 2025 TCONS_00035680 TCONS_00035681;TCONS_00035683;TCONS_00035682
XLOC_015395 scaffold_689 116273 120478 + 1 914 TCONS_00035684 NA
XLOC_015396 scaffold_689 10653 17111 - 1 2698 TCONS_00035685 NA
XLOC_015397 scaffold_689 34387 40148 - 2 2390 TCONS_00035687 TCONS_00035686
XLOC_015398 scaffold_689 43454 48104 - 3 1782 TCONS_00035689 TCONS_00035688;TCONS_00035690
XLOC_015399 scaffold_689 48563 61452 - 10 2611 TCONS_00035691 TCONS_00035692;TCONS_00035693;TCONS_00035696;TCONS_00035697;TCONS_00035695;TCONS_00035694;TCONS_00035700;TCONS_00035699;TCONS_00035698
XLOC_015400 scaffold_689 64455 75010 - 1 7508 TCONS_00035701 NA
XLOC_015401 scaffold_689 75256 82326 - 1 3778 TCONS_00035702 NA
XLOC_015402 scaffold_689 125849 139872 - 3 2145 TCONS_00035703 TCONS_00035704;TCONS_00035705
XLOC_015403 scaffold_689 150525 172045 - 4 10520 TCONS_00035706 TCONS_00035707;TCONS_00035708;TCONS_00035709
XLOC_015404 scaffold_689 175258 195998 - 3 6674 TCONS_00035711 TCONS_00035710;TCONS_00035712
XLOC_015405 scaffold_69 186 13315 + 2 1246 TCONS_00035713 TCONS_00035714
XLOC_015406 scaffold_690 15697 21886 + 1 2852 TCONS_00035715 NA
XLOC_015407 scaffold_690 1395 16576 - 3 5090 TCONS_00035716 TCONS_00035717;TCONS_00035718
XLOC_015408 scaffold_690 301 1302 . 1 1002 TCONS_00035719 NA
XLOC_015409 scaffold_691 2456 6984 . 1 4529 TCONS_00035720 NA
XLOC_015410 scaffold_692 518 18600 + 8 13297 TCONS_00035722 TCONS_00035721;TCONS_00035723;TCONS_00035725;TCONS_00035724;TCONS_00035726;TCONS_00035727;TCONS_00035728
XLOC_015411 scaffold_692 18717 27392 + 2 7869 TCONS_00035729 TCONS_00035730
XLOC_015412 scaffold_692 15749 22411 - 2 6084 TCONS_00035731 TCONS_00035732
XLOC_015413 scaffold_692 23174 53845 - 7 8010 TCONS_00035734 TCONS_00035733;TCONS_00035735;TCONS_00035738;TCONS_00035739;TCONS_00035737;TCONS_00035736
XLOC_015414 scaffold_693 963 12671 + 2 4790 TCONS_00035740 TCONS_00035741
XLOC_015415 scaffold_694 2542 23521 + 8 2433 TCONS_00035742 TCONS_00035743;TCONS_00035744;TCONS_00035745;TCONS_00035748;TCONS_00035749;TCONS_00035747;TCONS_00035746
XLOC_015416 scaffold_695 1788 9078 - 4 1760 TCONS_00035750 TCONS_00035751;TCONS_00035753;TCONS_00035752
XLOC_015417 scaffold_695 9262 9771 . 1 510 TCONS_00035754 NA
XLOC_015418 scaffold_696 16810 37509 + 4 6732 TCONS_00035755 TCONS_00035757;TCONS_00035756;TCONS_00035758
XLOC_015419 scaffold_696 4931 11007 - 6 4740 TCONS_00035759 TCONS_00035761;TCONS_00035760;TCONS_00035764;TCONS_00035763;TCONS_00035762
XLOC_015420 scaffold_696 11911 16372 - 3 2196 TCONS_00035765 TCONS_00035767;TCONS_00035766
XLOC_015421 scaffold_696 258 2201 . 1 1944 TCONS_00035768 NA
XLOC_015422 scaffold_696 3083 4371 . 1 1289 TCONS_00035769 NA
XLOC_015423 scaffold_697 2 9133 - 4 1509 TCONS_00035772 TCONS_00035771;TCONS_00035770;TCONS_00035773
XLOC_015424 scaffold_698 1555 5955 - 1 1660 TCONS_00035774 NA
XLOC_015425 scaffold_699 27775 32240 + 1 3461 TCONS_00035775 NA
XLOC_015426 scaffold_699 35990 41626 + 1 3442 TCONS_00035776 NA
XLOC_015427 scaffold_699 42135 46479 + 1 3789 TCONS_00035777 NA
XLOC_015428 scaffold_699 8034 27322 - 11 7111 TCONS_00035780 TCONS_00035782;TCONS_00035781;TCONS_00035779;TCONS_00035778;TCONS_00035785;TCONS_00035784;TCONS_00035783;TCONS_00035786;TCONS_00035788;TCONS_00035787
XLOC_015429 scaffold_699 28908 35639 - 3 4404 TCONS_00035789 TCONS_00035790;TCONS_00035791
XLOC_015430 scaffold_699 38599 65800 - 3 5966 TCONS_00035792 TCONS_00035793;TCONS_00035794
XLOC_015431 scaffold_699 1467 7035 . 1 5569 TCONS_00035795 NA
XLOC_015432 scaffold_699 46731 47199 . 1 469 TCONS_00035796 NA
XLOC_015433 scaffold_7 772 6087 - 3 1897 TCONS_00035797 TCONS_00035798;TCONS_00035799
XLOC_015434 scaffold_70 16846 26231 + 5 7747 TCONS_00035800 TCONS_00035801;TCONS_00035802;TCONS_00035803;TCONS_00035804
XLOC_015435 scaffold_70 34486 45119 + 3 8768 TCONS_00035806 TCONS_00035805;TCONS_00035807
XLOC_015436 scaffold_70 2553 9433 - 1 621 TCONS_00035808 NA
XLOC_015437 scaffold_70 17387 22525 - 2 4650 TCONS_00035809 TCONS_00035810
XLOC_015438 scaffold_70 26581 34229 - 3 5552 TCONS_00035813 TCONS_00035812;TCONS_00035811
XLOC_015439 scaffold_700 876 15666 + 1 6116 TCONS_00035814 NA
XLOC_015440 scaffold_700 13172 15666 - 1 1733 TCONS_00035815 NA
XLOC_015441 scaffold_701 38993 44334 + 1 3749 TCONS_00035816 NA
XLOC_015442 scaffold_701 35683 38818 - 1 658 TCONS_00035817 NA
XLOC_015443 scaffold_701 43848 45272 - 1 854 TCONS_00035818 NA
XLOC_015444 scaffold_702 3442 15769 - 1 1534 TCONS_00035819 NA
XLOC_015445 scaffold_703 1271 7534 + 1 2302 TCONS_00035820 NA
XLOC_015446 scaffold_703 15117 16727 + 1 597 TCONS_00035821 NA
XLOC_015447 scaffold_703 5848 14084 - 4 3306 TCONS_00035824 TCONS_00035823;TCONS_00035822;TCONS_00035825
XLOC_015448 scaffold_704 1844 4222 + 1 1710 TCONS_00035826 NA
XLOC_015449 scaffold_705 467 12222 - 3 1190 TCONS_00035827 TCONS_00035828;TCONS_00035829
XLOC_015450 scaffold_706 8218 204183 + 25 7930 TCONS_00035830 TCONS_00035831;TCONS_00035832;TCONS_00035835;TCONS_00035834;TCONS_00035833;TCONS_00035836;TCONS_00035837;TCONS_00035838;TCONS_00035839;TCONS_00035840;TCONS_00035842;TCONS_00035841;TCONS_00035843;TCONS_00035844;TCONS_00035845;TCONS_00035846;TCONS_00035847;TCONS_00035848;TCONS_00035849;TCONS_00035850;TCONS_00035851;TCONS_00035852;TCONS_00035853;TCONS_00035854
XLOC_015451 scaffold_706 208996 210824 + 2 1809 TCONS_00035855 TCONS_00035856
XLOC_015452 scaffold_706 201605 208586 - 3 4364 TCONS_00035857 TCONS_00035858;TCONS_00035859
XLOC_015453 scaffold_706 209010 216327 - 1 6570 TCONS_00035860 NA
XLOC_015454 scaffold_706 4419 4681 . 1 263 TCONS_00035861 NA
XLOC_015455 scaffold_708 1984 6975 + 2 1084 TCONS_00035862 TCONS_00035863
XLOC_015456 scaffold_709 19166 41902 - 3 2424 TCONS_00035864 TCONS_00035865;TCONS_00035866
XLOC_015457 scaffold_709 14233 18943 . 1 4711 TCONS_00035867 NA
XLOC_015458 scaffold_71 5092 16150 + 6 2961 TCONS_00035870 TCONS_00035871;TCONS_00035869;TCONS_00035868;TCONS_00035872;TCONS_00035873
XLOC_015459 scaffold_710 955 6766 + 2 2996 TCONS_00035875 TCONS_00035874
XLOC_015460 scaffold_710 1 934 - 1 832 TCONS_00035876 NA
XLOC_015461 scaffold_710 5351 12416 - 4 3323 TCONS_00035877 TCONS_00035878;TCONS_00035879;TCONS_00035880
XLOC_015462 scaffold_711 3759 63853 + 3 8654 TCONS_00035881 TCONS_00035883;TCONS_00035884
XLOC_015463 scaffold_711 32162 34902 + 1 826 TCONS_00035882 NA
XLOC_015464 scaffold_711 68466 71731 + 3 2444 TCONS_00035885 TCONS_00035886;TCONS_00035887
XLOC_015465 scaffold_711 88406 96141 + 7 4194 TCONS_00035888 TCONS_00035889;TCONS_00035890;TCONS_00035892;TCONS_00035891;TCONS_00035894;TCONS_00035893
XLOC_015466 scaffold_711 101046 103760 + 2 2018 TCONS_00035896 TCONS_00035895
XLOC_015467 scaffold_711 104405 120165 + 5 6583 TCONS_00035897 TCONS_00035901;TCONS_00035900;TCONS_00035899;TCONS_00035898
XLOC_015468 scaffold_711 58811 62736 - 1 2770 TCONS_00035902 NA
XLOC_015469 scaffold_711 69379 91597 - 2 5311 TCONS_00035903 TCONS_00035904
XLOC_015470 scaffold_711 93852 97614 - 2 2491 TCONS_00035905 TCONS_00035906
XLOC_015471 scaffold_711 98055 100772 - 1 1915 TCONS_00035907 NA
XLOC_015472 scaffold_711 120901 126377 - 8 2772 TCONS_00035908 TCONS_00035909;TCONS_00035910;TCONS_00035911;TCONS_00035912;TCONS_00035914;TCONS_00035913;TCONS_00035915
XLOC_015473 scaffold_711 76971 80699 . 1 3729 TCONS_00035916 NA
XLOC_015474 scaffold_712 6290 51845 - 22 7762 TCONS_00035917 TCONS_00035918;TCONS_00035919;TCONS_00035921;TCONS_00035920;TCONS_00035922;TCONS_00035924;TCONS_00035923;TCONS_00035925;TCONS_00035926;TCONS_00035927;TCONS_00035928;TCONS_00035929;TCONS_00035930;TCONS_00035931;TCONS_00035935;TCONS_00035936;TCONS_00035934;TCONS_00035933;TCONS_00035932;TCONS_00035937;TCONS_00035938
XLOC_015475 scaffold_712 52285 55217 . 1 2933 TCONS_00035939 NA
XLOC_015476 scaffold_712 55363 60691 . 1 5329 TCONS_00035940 NA
XLOC_015477 scaffold_713 6358 69553 - 2 422 TCONS_00035941 TCONS_00035942
XLOC_015478 scaffold_714 8362 12982 + 2 4048 TCONS_00035943 TCONS_00035944
XLOC_015479 scaffold_714 17096 23632 + 6 3063 TCONS_00035945 TCONS_00035949;TCONS_00035950;TCONS_00035948;TCONS_00035947;TCONS_00035946
XLOC_015480 scaffold_714 49498 65358 + 3 7656 TCONS_00035951 TCONS_00035952;TCONS_00035953
XLOC_015481 scaffold_714 25 4657 - 17 3858 TCONS_00035955 TCONS_00035954;TCONS_00035956;TCONS_00035958;TCONS_00035957;TCONS_00035959;TCONS_00035960;TCONS_00035961;TCONS_00035966;TCONS_00035967;TCONS_00035968;TCONS_00035969;TCONS_00035965;TCONS_00035964;TCONS_00035963;TCONS_00035962;TCONS_00035970
XLOC_015482 scaffold_714 5046 9365 - 2 2335 TCONS_00035971 TCONS_00035972
XLOC_015483 scaffold_714 10048 17289 - 2 5927 TCONS_00035973 TCONS_00035974
XLOC_015484 scaffold_714 32761 39940 - 5 5595 TCONS_00035976 TCONS_00035975;TCONS_00035977;TCONS_00035979;TCONS_00035978
XLOC_015485 scaffold_714 40504 51110 - 4 2968 TCONS_00035980 TCONS_00035981;TCONS_00035982;TCONS_00035983
XLOC_015486 scaffold_715 4699 27543 + 5 1289 TCONS_00035984 TCONS_00035987;TCONS_00035986;TCONS_00035985;TCONS_00035988
XLOC_015487 scaffold_715 1752 3678 . 1 1927 TCONS_00035989 NA
XLOC_015488 scaffold_715 30151 31368 . 1 1218 TCONS_00035990 NA
XLOC_015489 scaffold_716 6951 15005 - 2 2547 TCONS_00035991 TCONS_00035992
XLOC_015490 scaffold_717 2266 8427 + 1 3998 TCONS_00035993 NA
XLOC_015491 scaffold_717 4763 11164 - 2 3136 TCONS_00035995 TCONS_00035994
XLOC_015492 scaffold_717 13584 14281 . 1 698 TCONS_00035996 NA
XLOC_015493 scaffold_718 194 42992 + 6 2170 TCONS_00035997 TCONS_00035998;TCONS_00035999;TCONS_00036000;TCONS_00036001;TCONS_00036002
XLOC_015494 scaffold_719 24 5568 - 1 2161 TCONS_00036003 NA
XLOC_015495 scaffold_720 5468 8964 + 3 1617 TCONS_00036006 TCONS_00036005;TCONS_00036004
XLOC_015496 scaffold_720 10225 11531 + 1 737 TCONS_00036007 NA
XLOC_015497 scaffold_720 18484 42311 + 2 4455 TCONS_00036008 TCONS_00036009
XLOC_015498 scaffold_720 3307 5200 - 1 248 TCONS_00036010 NA
XLOC_015499 scaffold_720 10871 11745 - 1 743 TCONS_00036011 NA
XLOC_015500 scaffold_720 12207 14073 - 3 726 TCONS_00036014 TCONS_00036013;TCONS_00036012
XLOC_015501 scaffold_720 41828 50873 - 5 2965 TCONS_00036015 TCONS_00036019;TCONS_00036018;TCONS_00036017;TCONS_00036016
XLOC_015502 scaffold_720 51597 71509 - 4 1917 TCONS_00036021 TCONS_00036020;TCONS_00036023;TCONS_00036022
XLOC_015503 scaffold_720 33921 37093 . 1 3173 TCONS_00036024 NA
XLOC_015504 scaffold_720 37380 38625 . 1 1246 TCONS_00036025 NA
XLOC_015505 scaffold_722 16618 108952 + 6 4993 TCONS_00036028 TCONS_00036030;TCONS_00036031;TCONS_00036029;TCONS_00036027;TCONS_00036026
XLOC_015506 scaffold_722 115979 117855 + 1 1153 TCONS_00036032 NA
XLOC_015507 scaffold_722 125525 131138 + 3 1017 TCONS_00036034 TCONS_00036033;TCONS_00036035
XLOC_015508 scaffold_722 109447 111933 . 1 2487 TCONS_00036036 NA
XLOC_015509 scaffold_723 1346 4405 + 2 1556 TCONS_00036037 TCONS_00036038
XLOC_015510 scaffold_723 19632 55227 + 6 15229 TCONS_00036039 TCONS_00036040;TCONS_00036041;TCONS_00036042;TCONS_00036043;TCONS_00036044
XLOC_015511 scaffold_723 6897 9099 - 3 1673 TCONS_00036045 TCONS_00036046;TCONS_00036047
XLOC_015512 scaffold_723 9913 19286 - 3 7677 TCONS_00036048 TCONS_00036049;TCONS_00036050
XLOC_015513 scaffold_723 49767 112332 - 2 7450 TCONS_00036052 TCONS_00036051
XLOC_015514 scaffold_723 5663 6117 . 1 455 TCONS_00036053 NA
XLOC_015515 scaffold_723 99167 107109 . 3 7943 TCONS_00036054 TCONS_00036055;TCONS_00036056
XLOC_015516 scaffold_724 39 38048 + 2 3436 TCONS_00036057 TCONS_00036058
XLOC_015517 scaffold_725 11893 33466 + 9 4616 TCONS_00036061 TCONS_00036060;TCONS_00036059;TCONS_00036062;TCONS_00036063;TCONS_00036064;TCONS_00036065;TCONS_00036066;TCONS_00036067
XLOC_015518 scaffold_725 33747 36238 + 2 2196 TCONS_00036068 TCONS_00036069
XLOC_015519 scaffold_725 8800 16283 - 7 2039 TCONS_00036072 TCONS_00036071;TCONS_00036070;TCONS_00036074;TCONS_00036073;TCONS_00036075;TCONS_00036076
XLOC_015520 scaffold_725 1772 3741 . 1 1970 TCONS_00036077 NA
XLOC_015521 scaffold_726 708 5151 - 1 1801 TCONS_00036078 NA
XLOC_015522 scaffold_726 1 479 . 1 479 TCONS_00036079 NA
XLOC_015523 scaffold_727 1553 54571 + 3 2593 TCONS_00036081 TCONS_00036080;TCONS_00036082
XLOC_015524 scaffold_728 1 3163 + 1 2367 TCONS_00036083 NA
XLOC_015525 scaffold_728 11607 21226 + 1 4067 TCONS_00036084 NA
XLOC_015526 scaffold_728 66 11623 - 2 2750 TCONS_00036085 TCONS_00036086
XLOC_015527 scaffold_728 18706 20625 - 1 921 TCONS_00036087 NA
XLOC_015528 scaffold_729 7180 17062 + 1 6296 TCONS_00036088 NA
XLOC_015529 scaffold_729 35376 37679 + 1 1883 TCONS_00036089 NA
XLOC_015530 scaffold_729 29 6870 - 2 2202 TCONS_00036090 TCONS_00036091
XLOC_015531 scaffold_729 11876 35299 - 6 5582 TCONS_00036093 TCONS_00036092;TCONS_00036095;TCONS_00036094;TCONS_00036097;TCONS_00036096
XLOC_015532 scaffold_729 36818 41818 - 4 2615 TCONS_00036098 TCONS_00036099;TCONS_00036101;TCONS_00036100
XLOC_015533 scaffold_73 4947 14830 - 3 3595 TCONS_00036104 TCONS_00036103;TCONS_00036102
XLOC_015534 scaffold_73 3541 3851 . 1 311 TCONS_00036105 NA
